vul,weakness_name,intrusion_action,vendor,product_name
588,reversible one-way hash,"while interactive, network-based logons are disabled, and attackers can use the other vulnerabilities within this report to obtain local shell access and access these hashes.",Medtronic,"valleylab exchange client, valleylab ft10 energy platform (vlft10gen), valleylab fx8 energy platform (vlfx8gen)"
589,improper input validation,,Medtronic,"valleylab exchange client, valleylab ft10 energy platform (vlft10gen), valleylab fx8 energy platform (vlfx8gen)"
590,uncontrolled resource consumption,cause the ftp service to enter a denial-of-service condition dependent on the timing at which a remote attacker connects to the ftp server on the above cpu modules.,Mitsubishi Electric,"[melsec-q series], q03/04/06/13/26udvcpu, q04/06/13/26udpvcpu, q03udecpu, q04/06/10/13/20/26/50/100udehcpu, [melsec-l series], l02/06/26cpu, l26cpu-bt, l02/06/26cpu-p, l26cpu-pbt, l02/06/26cpu-cm, l26cpu-bt-cm"
591,heap-based buffer overflow,allow an attacker to remotely execute arbitrary code.,Fuji Electric,v-server
592,https://www.cvedetails.com/vulnerability-list/vendor_id-11100/product_id-19942/teamviewer-teamviewer.html,,Omron,cx-supervisor
593,improper limitation of a pathname to a restricted directory ('path traversal'),an attacker can leverage these vulnerabilities to remotely execute code while posing as an administrator.,Advantech,wise-paas/rmm
594,missing authorization,allows anyone who can access the ip address to use the function without authentication.,Advantech,wise-paas/rmm
595,improper restriction of xml external entity reference,allow disclosure of sensitive data.,Advantech,wise-paas/rmm
596,improper neutralization of special elements used in an sql command ('sql injection'),cause sql injection vulnerabilities.,Advantech,wise-paas/rmm
597,improper input validation,a vulnerability exists in the affected products where a specially crafted http packet request could result in a denial of service.,Honeywell,the equip series ip camera
598,missing authentication for critical function,allows unauthenticated access to audio streaming over http.,Honeywell,the equip series and performance series ip cameras
599,authentication bypass by capture-replay,a vulnerability exists in the affected products where ip cameras and recorders have a potential replay attack vulnerability as a weak authentication method is retained for compatibility with legacy products.,Honeywell,equip series and performance series ip cameras and recorders
600,improper input validation,a manipulated pc worx or config+ project file could lead to arbitrary code execution due to insufficient input data validation.,Phoenix Contact,"pc worx, pc worx express, config+"
601,exposure of resource to wrong sphere,"a vulnerability within the intellispace perinatal application environment could enable an unauthorized attacker with physical access to a locked application screen, or an authorized remote desktop session host application user to break-out from the containment of the application and access unauthorized resources from the windows operating system as the limited-access windows user.",Philips,intellispace perinatal
602,missing authentication for critical function,"primary operations, namely turning the cooling unit on and off and setting the temperature set point, can be modified without authentication.",Rittal,rittal chiller sk 3232-series web interface as built upon carel pcoweb firmware
603,use of hard-coded credentials,"allow attackers to influence the primary operations of the affected systems, namely turning the cooling unit on and off and setting the temperature set point.",Rittal,rittal chiller sk 3232-series web interface as built upon carel pcoweb firmware
604,improper control of generation of code ('code injection'),"allow an unauthenticated, remote attacker to execute arbitrary code on the targeted system.",Schneider Electric,proclima
605,improper restriction of operations within the bounds of a memory buffer,"allow an unauthenticated, remote attacker to execute arbitrary code on the targeted system.",Schneider Electric,proclima
606,uncontrolled search path element,allow a malicious dll file with the same name of any resident dlls inside the software installation to execute arbitrary code.,Schneider Electric,proclima
607,improper input validation,allow an attacker to access information and remotely execute arbitrary code.,Horner Automation,cscape
608,out-of-bounds write,allow arbitrary code execution.,Horner Automation,cscape
609,execution with unnecessary privileges,,Philips,"brilliance 64, brilliance ict, brilliance ict sp, brilliance ct big bore"
610,cross-site request forgery (csrf),allow remote attackers to perform actions with the permissions of the user.,SMA Solar Technology AG,sunny webbox
611,improper authorization,allow a user to create an authenticated session using generic default credentials.,GE,ge mark vie controller
612,use of hard-coded credentials,allow root-user access to the controller.,GE,ge mark vie controller
613,use of hard-coded cryptographic key,"an authenticated remote attacker could recover a password over port 1434/tcp, which may be used to gain read/write access to the related teamcenter station.",Siemens,simatic it uadm
614,unquoted search path or element,allow a local attacker to execute malicious files by the service privilege.,Yokogawa,"exaopc, exaplog, exaquantum, exaquantum/batch, exasmoc, exarqe, ga10, insightsuiteae"
615,improper input validation,allow an attacker to perform remote code execution.,Moxa,edr-810
616,improper access control,allow sensitive information disclosure.,Moxa,edr-810
617,information exposure,allow a less privileged process to gain access to a target address space.,Tridium,"niagara ax 3.8u4 (jace 3e, jace 6e, jace 7, jace-8000), niagara 4.4u3 (jace 3e, jace 6e, jace 7, jace-8000), niagara 4.7u1 (jace-8000, edge 10)"
618,improper authorization,allow an attacker to gain read access to privileged files.,Tridium,"niagara ax 3.8u4 (jace 3e, jace 6e, jace 7, jace-8000), niagara 4.4u3 (jace 3e, jace 6e, jace 7, jace-8000), niagara 4.7u1 (jace-8000, edge 10)"
619,code injection,"allow remote code execution, data exfiltration, or cause a system crash.",Advantech,webaccess
620,command injection,allow arbitrary file deletion and remote code execution.,Advantech,webaccess
621,stack-based buffer overflow,allow remote code execution.,Advantech,webaccess
622,improper authorization,"allow an attacker to disclose sensitive information, cause improper control of generation of code, which may allow remote code execution or cause a system crash.",Advantech,webaccess
623,improper restriction of excessive authentication attempts,allow full access to the web interface.,Siemens,sinema remote connect server
624,cross-site request forgery,allow switching the connectivity state of a user or a device.,Siemens,sinema remote connect server
625,use of password hash with insufficient computational effort,an attacker with administrative privileges can obtain the hash of a connected device’s password.,Siemens,sinema remote connect server
626,information exposure,"allow remote attackers to obtain web configuration data in json format for ip cameras and nvrs (network video recorders), which can be accessed without authentication over the network.",Honeywell,"performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance ip series cameras, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs, performance series nvrs"
627,use of hard-coded password,an attacker can use these credentials to login via ftp and upload a malicious firmware.,Philips,"intellivue mp monitors mp20-mp90 (m8001a/2a/3a/4a/5a/7a/8a/10a), intellivue mp monitors mp5/5sc (m8105a/5as), intellivue mp monitors mp2/x2 (m8102a/m3002a), intellivue mp monitors mx800/700/600 ((865240/41/42)"
628,download of code without integrity check,the product downloads source code or an executable from a remote location and executes the code without sufficiently verifying the origin and integrity of the code.,Philips,"intellivue mp monitors mp20-mp90 (m8001a/2a/3a/4a/5a/7a/8a/10a), intellivue mp monitors mp5/5sc (m8105a/5as), intellivue mp monitors mp2/x2 (m8102a/m3002a), intellivue mp monitors mx800/700/600 ((865240/41/42)"
629,improper limitation of a pathname to a restricted directory ('path traversal'),allow an attacker access to files outside the restricted working directory of the controller.,3S-Smart Software Solutions GmbH,"codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (also part of the codesys development system setup), codesys hmi v3, codesys control v3 runtime system toolkit, codesys v3 embedded target visu toolkit, codesys v3 remote target visu toolkit"
630,stack-based buffer overflow,allow remote code execution.,3S-Smart Software Solutions GmbH,"codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (also part of the codesys development system setup), codesys hmi v3, codesys control v3 runtime system toolkit, codesys v3 embedded target visu toolkit, codesys v3 remote target visu toolkit"
631,null pointer dereference,"cause a null pointer dereference, which may trigger a denial-of-service condition.",3S-Smart Software Solutions GmbH,"codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (also part of the codesys development system setup), codesys control v3 runtime system toolkit"
632,detection of error condition without action,"cause an unhandled error in the affected codesys products, which results in a denial-of-service condition.",3S-Smart Software Solutions GmbH,"codesys control for beaglebone, codesys control for empc-a/imx6, codesys control for iot2000, codesys control for linux, codesys control for pfc100, codesys control for pfc200, codesys control for raspberry pi, codesys control rte v3, codesys control rte v3 (for beckhoff cx), codesys control win v3 (part of the codesys development system setup), codesys control v3 runtime system toolkit, codesys v3 safety sil2, codesys gateway v3, codesys hmi v3, codesys v3 simulation runtime (part of the codesys development system)"
633,stack-based buffer overflow,allow an attacker to remotely execute arbitrary code.,Delta Electronics,tpeditor
634,heap-based buffer overflow,allow an attacker to remotely execute arbitrary code.,Delta Electronics,tpeditor
635,out-of-bounds write,allow remote code execution.,Delta Electronics,tpeditor
